epoch,accuracy,loss,val_accuracy,val_loss
0,0.1209876537322998,2.8140995502471924,0.12999999523162842,2.726916551589966
1,0.10000000149011612,2.944688320159912,0.12999999523162842,2.755722999572754
2,0.10864197462797165,2.744755983352661,0.13500000536441803,2.772367000579834
3,0.20000000298023224,2.889775514602661,0.12999999523162842,2.703843116760254
4,0.16296295821666718,2.7266480922698975,0.15000000596046448,2.685673713684082
5,0.4000000059604645,2.356881856918335,0.11500000208616257,2.7881815433502197
6,0.15308642387390137,2.7154064178466797,0.20000000298023224,2.658001184463501
7,0.4000000059604645,2.422496795654297,0.16500000655651093,2.7380118370056152
8,0.16296295821666718,2.670379400253296,0.1899999976158142,2.5906424522399902
9,0.20000000298023224,2.5373804569244385,0.19499999284744263,2.570596218109131
10,0.1975308656692505,2.6334455013275146,0.19499999284744263,2.5990712642669678
11,0.20000000298023224,2.606478691101074,0.20499999821186066,2.5863921642303467
12,0.1975308656692505,2.613007068634033,0.20000000298023224,2.5821962356567383
13,0.10000000149011612,2.7782154083251953,0.20999999344348907,2.5776987075805664
14,0.2074074000120163,2.5925376415252686,0.1899999976158142,2.6086618900299072
15,0.10000000149011612,2.767422676086426,0.2199999988079071,2.593641996383667
16,0.2172839492559433,2.60605525970459,0.2199999988079071,2.5790371894836426
17,0.10000000149011612,2.5385982990264893,0.22499999403953552,2.656559944152832
18,0.2123456746339798,2.5785231590270996,0.19499999284744263,2.5828158855438232
19,0.0,2.9283299446105957,0.16500000655651093,2.6386351585388184
20,0.20493827760219574,2.575850009918213,0.20999999344348907,2.574594020843506
21,0.10000000149011612,2.57698392868042,0.2150000035762787,2.5840024948120117
22,0.21481481194496155,2.5767152309417725,0.1899999976158142,2.603363275527954
23,0.30000001192092896,2.8267390727996826,0.2150000035762787,2.569711685180664
24,0.21481481194496155,2.5387203693389893,0.2150000035762787,2.5611181259155273
25,0.20000000298023224,2.6225459575653076,0.2199999988079071,2.5490097999572754
26,0.21975308656692505,2.5789101123809814,0.20000000298023224,2.561612129211426
27,0.4000000059604645,2.126757860183716,0.20499999821186066,2.531420946121216
28,0.2123456746339798,2.576597213745117,0.23000000417232513,2.5242764949798584
29,0.20000000298023224,2.1903302669525146,0.20999999344348907,2.565845251083374
30,0.21975308656692505,2.5385289192199707,0.20499999821186066,2.582332134246826
31,0.20000000298023224,2.6573822498321533,0.1899999976158142,2.6573729515075684
32,0.2123456746339798,2.5209879875183105,0.2199999988079071,2.5655462741851807
33,0.30000001192092896,2.2785086631774902,0.1899999976158142,2.654212236404419
34,0.22962963581085205,2.5398168563842773,0.20499999821186066,2.604609966278076
35,0.10000000149011612,2.444108486175537,0.2199999988079071,2.5491840839385986
36,0.22469136118888855,2.5027565956115723,0.2150000035762787,2.596937894821167
37,0.0,2.815139055252075,0.17000000178813934,2.6138525009155273
38,0.2271604984998703,2.5012032985687256,0.1550000011920929,2.6082231998443604
39,0.4000000059604645,2.288912773132324,0.20499999821186066,2.588655710220337
40,0.2123456746339798,2.490065813064575,0.2150000035762787,2.605609178543091
41,0.10000000149011612,2.6286544799804688,0.2199999988079071,2.6375129222869873
42,0.25432097911834717,2.416234254837036,0.20000000298023224,2.6777846813201904
43,0.0,2.812978506088257,0.12999999523162842,2.748730182647705
44,0.24938271939754486,2.465663194656372,0.20000000298023224,2.5811290740966797
45,0.30000001192092896,2.3982977867126465,0.20499999821186066,2.63816499710083
46,0.2320987582206726,2.4286580085754395,0.09000000357627869,3.5293877124786377
47,0.30000001192092896,2.4075417518615723,0.18000000715255737,2.6777334213256836
48,0.22962963581085205,2.418299913406372,0.1899999976158142,2.6814992427825928
